PPN; Jahr; Titel; Publisher
PPN868710997; 1498; Risāla-i šatranǧ; none
PPN868712108; 1885; Qiṣas al-anbiyāʾ; none
PPN868733830; 1800; Syrische Sammelhandschrift; none
PPN868735086; 1834; Liturgischer Sammelband Ordo sacerdotum aus Nordwest- Persien; none
PPN869001337; 1500; Arabische Sammelhandschrift; none
PPN869023594; 1280; Kitāb Asfār at-Tūrīya al-manqūla ilā ‘l-ʿarabīya (Pentateuch); none
PPN869492683; 1684; Syrische Sammelhandschrift; none
PPN869676253; 1700; Osmanisch-Türkische Sammelhandschrift; none
PPN869721763; 1700; Arabische Sammelhandschrift; none
PPN870135457; 1700; Meǧmū'a-i mekātīb; none
PPN870137859; 1802; Taqwīm-i lāle; none
PPN870187104; 0700; Arabische Sammelhandschrift; none
PPN870187767; 1700; Persische Sammelhandschrift; none
PPN871300958; 1779; Qiṣṣat Anas al-Wuǧūd; none
PPN871301784; 1881; Sammelhandschrift mit Fellīḥī-Geschichten; none
PPN871303019; 1700; Ḥikāyat al-Malik Āzād Baḫt wa-ibnuhu wa-al-wuzarāʾ al-ʿašara; none
PPN871311968; 1800; Kitāb Ḏuruṯiyūs al-Miṣrī; none
PPN871345617; 1736; Javanische Sammelhandschrift; none
PPN871612011; 1883; Materialien für das Studium des Fellihi und Kurdisch, Geschichten, Mitteilungen über Jeziden und die Ostsyrer.; none
PPN871613123; 1700; Bruchstücke verschiedener Schriften; none
PPN871613484; 1880; Eine Sammlung von 58 kleinen volkstümlichen Erzählungen, Anekdoten, geschrieben von Jeremias im Dialekt von 'Ankdawa; none
PPN871615436; 1800; Psalmen 1-20; none
PPN871616017; 1645; Horreum mysteriorum; none
PPN871735490; 1739; Nemicaritramālā; none
PPN871956608; 1820; [Feżā'il-i Mekke]; none
PPN871962497; 1595; Netā'iǧ el-funūn ve meḥāsin el-mutūn; none
PPN871966166; 1433; Muqaddime-i Quṭbeddīn; none
PPN871969718; 1653; Šifā' el-mu'min; none
PPN871970279; 1814; Šarḥ Muḫtaṣar li-Zaīn al-ʿĀbidīn ʿalā 'l-Muqaddima al-musammāh bi-'l-Lamʽ fī ʿilm al-ḥisāb li-'š-Šaīḫ Šihāb-ad-Dīn Aḥmad Ibn-al-Hāʾim; none
PPN871983079; 1800; Ḫulāṣat al-ašʿār wa-zubdat al-afkār; none
PPN871988089; 1694; Ḥāšīya Mullā Mīrzā ǧān šarḥ išārāt; none
PPN87198847X; 1809; Ġāyat al-bayān fī manāqib Sulaimān; none
PPN871988690; 1688; ar-Rauḍa al-bahīya fī šarḥ al-Lumʿa ad-Dimašqīya; none
PPN871988925; 1862; Apocrypha; none
PPN871988941; 1672; Kitāb aš-Šifāʾ; none
PPN871989174; 1300; [Logik]; none
PPN871989425; 1840; ad-Durr al-muntaḫab fī tārīḫ Ḥalab; none
PPN871989689; 1300; Kitāb iḫtilāf ar-riwāya wa-l-maḏāhib; none
PPN87213816X; 1796; Seif el-ʽizzet; none
PPN872143961; 1849; Tuḥfet el-fāris fī aḥvāl-i ḫuyūl el-müǧāhidīn; none
PPN872146936; 1700; Gevher-i nigīn; none
PPN872149153; 1600; Nuḫbet et-tevārīḫ ve 'l-aḫbār; none
PPN872482103; 1652; Gedichte und Schriften von dem Bischof Dionys von Amid oder Jacob Bar Ṣalībī, Barhebraeus und Patriarch Johannes Bar Maʿděnī.; none
PPN872484289; 1700; Werke über Astrologie; none
PPN872485218; 1733; Predigten von Maphriān Simeon für die Feste und Sonntags zwischen dem Anfang der Adventzeit und Samstag in der Leidenswoche.; none
PPN872485900; 1725; Ein System der Theologie von einem ungenannten Verfasser in zwölfsilbigen Versen. Unvollständig am Anfang und nicht ohne Lücken im Innern. Es besteht aus Text und Kommentar.; none
PPN872626938; 1830; Kalīla wa-Dimna; none
PPN87263096X; 1858; al-Qurʾān; none
PPN872795292; 1725; Dīwān; none
PPN87281114X; 1838; Tuḥfat az-zāʾirīn; none
PPN872888304; 1769; Buch der Taube und Sammlung syrischer Gebete; none
PPN872889084; 1795; Kollektanband von medizinischen Schriften, Notizen, Rezepten und Prognostikationen und einem astrologischen Jahreskalender; none
PPN872889572; 1600; Liturgische Texte und Kirchenlieder mit einer unvollständigen Ergänzung von Jeremias Schamir vom Jahr 1881; none
PPN872890627; 1800; Notiz über Ṣaur, Geschichte des Hl. Samuel aus Ṣaur und des Hl. Simeon aus Ḳartāmīn.; none
PPN87289102X; 1800; Legende des Hl. Ābā; none
PPN872892492; 1600; Rätsel und Prognostikationen; none
PPN872892786; 1800; Werk über Therapie (oder Teile eines solchen), geordnet nach den Krankheiten der einzelnen Körperteile, nach äußeren und inneren Krankheiten mit einer Beschreibung derselben, Angaben über ihre Ursachen, die Symptome, die Behandlung, die anzuwendenden Medikamente und deren Zubereitung.; none
PPN872893367; 1800; Geschichte des Hl. Simeon (Abū-Ḳurra) aus Ḥabsūs, des Bischofs von Ḥarrān, und seiner Disputation vor dem Kalifen Maʾmūn.; none
PPN872893995; 1800; Über Mesopotamien in Fragen und Antworten und unvollständige Legende des Hl. Jacob des Ägypters; none
PPN872894843; 1732; Thesaurus linguae Syriacae; none
PPN872921557; 1778; Georgisch-unierte theologische Sammelhandschrift; none
PPN87292579X; 1500; Äthiopische theologische Sammelhandschrift; none
PPN872927032; 1319; Rituale; none
PPN872928527; 1400; Liturgie des Hl. Johannes Chrysostomos; none
PPN873037235; 1756; Mafātīḥ al-iʿǧāz fī šarḥ-i Gulšan-i rāz; none
PPN873038304; 1659; Sufar as-saʿāda; none
PPN873038444; 1800; Narrationes georgicae; none
PPN873039386; 1517; Aragawi Manfasawi; none
PPN873040252; 1553; Rauḍat al-aḥbāb fī siyar an-nabī wa-l-āl wa-l-aṣḥāb; none
PPN873043464; 1860; Srid-kyi-naṅ-na-yod-pa'i-sa-gz̄i-dan|n̄i-zla-la-sogs-pa'i-don-zur-tsam-bṣad-pa-ni; none
PPN87306397X; 1606; Subḥat al-abrār; none
PPN873064054; 1849; Kitāb-i Fāriġ; none
PPN873165179; 1507; Psalmen nach der Pešiṭtā mit Arabischer Interlinearversion; none
PPN873233433; 1800; Georgische Zauberrolle; Evangelienabschnitte und Gebete magischen Inhalts; none
PPN873238567; 1728; Horologion; none
PPN873243706; 1844; Syrische Sammelhandschrift; none
PPN873244400; 1714; Collectio canonum synodicorum; none
PPN87324477X; 1800; Sammlung liturgischer Texte für Beerdigung und Totenfeierlichkeit für Geistliche wie für Laien samt einer Sammlung von Gesängen, die bei solchen Gelegenheiten gesungen werden; none
PPN873280717; 1880; Capita cognitionum quae exercitationi (spirituum) studiosorum inservire possunt; none
PPN873348664; 1846; Collectaneen, brouillonartig, des Arztes und Diakons ʿAbd-Elwāḥīd: Gebete, ein Katechismus in Fragen und Antworten für den Unterricht der Kinder, ein Hymnus auf die Jungfrau Maria, einige syrische Verse von Jacob von Serūgh, gelegentlich Medizinisches; none
PPN873348966; 1880; Gedicht-Sammlung; none
PPN873353587; 1300; Ethik; none
PPN873354036; 1298; Horreum mysteriorum; none
PPN873368509; 1600; Syrische Sammelhandschrift; none
PPN873374177; 1739; Indische Sammelhandschrift; none
PPN873587766; 1600; Liber radiorum; none
PPN873588282; 1860; Eine Sammlung von Gedichten von Ephraem, von Jacob von Serūgh, Maphrejānā Simeon (Catholicus Basilius), Bar Ḳīḳī und dem ungenannten Dichter der Josephs-Geschichte; none
PPN873588460; 1700; Sammlung von Gedichten von Barhebraeus und dem jakobitischen Patriarchen Johannes Bar Maʿděnī.; none
PPN873588835; 1663; Hierotheos; none
PPN873589009; 1800; Liber mercaturae mercaturarum; none
PPN873589289; 1882; Hymnarium; none
PPN873674588; 1200; Futūḥ aš-Šām wa-Miṣr wa-l-ʿIrāq; none
PPN873802470; 1655; Testamentum vetus, unvollständig: die beiden Bücher der Chronik Nehemia, Ezra und Ester, nach der Peschitta, und alttestamentliche Apokryphen; none
PPN874156130; 1882; Gedichtsammlung; none
PPN874157250; 1700; Joseph und seine Brüder : epische Dichtung; none
PPN874186676; 16XX; Thesaurus linguae Syriacae; none
PPN87418858X; 1248; Ein liturgischer Codex enthaltend die Texte für die Beerdigung der verschiedenen Stände, Geschlechter und Alter samt Angabe der begleitenden Handlungen.; none
PPN874188822; 1600; Jod bis Taw; none
PPN874195144; 1600; Alef bis Teth; none
PPN874205107; 1700; Georgisches Psalmenbuch; none
PPN874205786; 1700; Georgisches Wörterbuch von Sulhan-Saba Orbeliani; none
PPN874206499; 1100; Evangelien-Fragmente; none
PPN874231116; 1600; al-Coranus sive Legenda Muhammedica, ex Arabica in Latinam linguam transposita; none
PPN874231647; 1400; Evangelarium nach der Ḥarklensis, zu einem Teil auch nach der Pešiṭtā (s. ܦܫܝܛܐ am Rand Bl. 120v, 121 r+v) für alle Sonn- und Festtage des Jahres; none
PPN874252865; 1882; Syrische Sammelhandschrift; none
PPN874255228; 1800; Tarānahā-i Maulawīya; none
PPN874256453; 1700; Rauḍat al-aḥbāb; none
PPN874257212; 1555; Kitāb Manṭiq aṭ-ṭair; none
PPN874323142; 1568; Westsyrische Gesänge; none
PPN874330165; 0600; Bibel nach Pschiṭṭa; none
PPN874366321; 1600; Doxologien; none
PPN874369096; 1600; Choiak-Psalmodie und weitere liturgische Texte für die Sonntage des Choiak; none
PPN874370639; 1750; Euchologion mit den Anaphoren des Gregorius und Kyrillus; none
PPN87437247X; 1760; Choiak-Psalmodie sowie liturgische Texte für andere Tage und Feste; none
PPN875041140; 1523; Rauḍat al-muḥibbīn; none
PPN875041183; 1500; Dīwān; none
PPN875042775; 1896; Maṯnawī; none
PPN87505451X; 1855; Taḏkira-i Muqīm Ḫānī; none
PPN875583660; 1700; Äthiopische theologische Sammelhandschrift; none
PPN875641490; 1300; Armenische theologisch-philosophische Sammelhandschrift; none
PPN875690629; 1779; Armenische theologische Sammelhandschrift; none
PPN875695698; 1643; Armenische Sammelhandschrift; none
PPN875705472; 1300; Äthiopische theologische Sammelhandschrift; none
PPN876007272; 1702; Šarḥ ʿalā ad-Durra ad-darrīya fī 'l-ʿawāmil an-naḥwīya; none
PPN876105045; 1600; Taufritual; none
PPN876106475; 1100; Psalter-Horologion; none
PPN876131410; 1800; Psalmodie; none
PPN876144717; 1700; Koptisches Gebetbuch; none
PPN876146817; 1500; Psalmodie; none
PPN87614802X; 1500; Choiak-Psalmodie; none
PPN876150792; 1500; Psalmodie; none
PPN87615156X; 1521; Mönchsweihe; none
PPN876152310; 1600; Choiak-Psalmodie; none
PPN876600623; 1698; Armenische enzyklopädische Sammelhandschrift; none
PPN87663756X; 1300; Šarḥ Dīwān Abī-'l-ʿAlā al-Maʿarrī al-maʿrūf bi-Saqṭ az-zand; none
PPN876657935; 1700; Aḥmad ad-Danif; none
PPN876662882; 1700; Dīwān; none
PPN876664095; 1567; aṯ-Ṯamarāt aš-šahīya min al-fawākih al-Ḥamawīya; none
PPN876768028; 1681; Enzyklopädie der Klosterwissenschaften; none
PPN877548315; 1681; Handbuch der Medizin; none
PPN878847359; 1300; Tibetischer Buchdeckel; none
PPN87884757X; 1600; Tibetischer Buchdeckel; none
PPN878847944; 1200; Tibetischer Buchdeckel; none
PPN878848126; 1500; Tibetischer Buchdeckel; none
PPN878848355; 1100; Tibetischer Buchdeckel; none
PPN878848444; 1100; Tibetischer Buchdeckel; none
PPN878854444; 1500; Tibetischer Buchdeckel; none
PPN878854665; 1300; Tibetischer Buchdeckel; none
PPN878855122; 1200; Tibetischer Buchdeckel mit drei Buddhas in Nischen; none
PPN878855521; 1300; Tibetischer Buchdeckel; none
PPN878860851; 1300; Tibetischer Buchdeckel; none
PPN878870806; 1592; Siyar-i anbiyāʾ-i ʿiẓām wa-aḥwāl-i Ḫulafāʾ-i kirām wa-manāqib-i salāṭīn-i Āl-i ʿUṯmān; none
PPN878871543; 1531; Kitāb Farāʾid al-qalāʾid fī ʿilm al-ʿaqāʾid; none
PPN878871918; 1531; Muḫtār aṣ-ṣiḥāḥ; none
PPN879277874; 1300; al-Ilmāʿ ilā maʿrifat uṣūl ar-riwāya wa-taqyīd as-samāʿ; none
PPN879427450; 1804; Pascha-Lektionar; none
PPN880316195; 1846; Sammelhandschrift mit 3 Hiyakat; none
PPN880321970; 1803; Koran in altarmenischer Übersetzung; none
PPN880325461; 1800; Psalmen und Cantica in türkischer Sprache und armenischer Schrift; none
PPN88032810X; 1500; Armenisches Hymnarium; none
PPN880465743; 1851; Hikayat Iskander Zulkarnain; none
PPN880475285; 1800; 300 Pantun; none
PPN880475579; 1748; Undang-undang Kedah; none
PPN880476141; 1800; Undang-undang Palembang; none
PPN880476818; 1700; Undang-undang dari Sumatra Barat; none
PPN880479256; 1888; Hikayat Malim Deman; none
PPN880738731; 1500; Armenisches Medizinisches Handbuch; none
PPN880822627; 1466; Maǧmūʿa-i Ǧalālīya dar ʿilm inšāʾ; none
PPN880890304; 1700; Geschichte des Königssohns Jovasaph und des Barlaam und Liedersammlung; none
PPN880890436; 1658; Armenische Erzählungen; none
PPN880890533; 1800; Äthiopische religiöse Sammelhandschrift; none
PPN880940530; 1197; Kitāb al-Inǧīl; none
PPN880945079; 1838; Syrische Sammelhandschrift; none
PPN880954922; 1500; Arabische Sammelhandschrift; none
PPN880986085; 1700; Äthiopische Gebete und Hymnen; none
PPN881172286; 1700; al-Laṭāʾif aš-šarīf sabʽūn faṣl min al-mawaʽiẓ kulahā; none
PPN881172790; 1397; Kitāb Muḥāḍarāt al-ʾudabāʾ wa-muḥāwarāt aš-šuʽarāʾ wa-l-bulaġāʾ; none
PPN881177091; 1737; ad-Durr al-muḫtār fī šarḥ Tanwīr al-abṣār; none
PPN881178020; 1673; Kitāb al-Kāfī fī ʽilm ad-dīn; none
PPN881178462; 1543; al-Kāmil fī 't-tārīḫ; none
PPN88117887X; 1756; al-Kāmil fī 't-tārīḫ; none
PPN881179132; 1798; al-Qilāda al-unsīya al-ǧāmiʽa li-farāʾid al-qaṣāʾid al-ʽabsīya; none
PPN881179701; 1591; Dīwān; none
PPN881180041; 1812; Kitāb Sabāʾik al-ʿasǧad fī aḫbār Aḥmad Naǧl Rizq al-Asʿad; none
PPN881180572; 1791; Talḫīṣ Iršād as-sālik ilā fiqh al-Imām al-Mālik; none
PPN881181021; 1381; Fawāʾid al-manāhiǧ wa-farāʾid al-muḥtāǧ; none
PPN881181463; 1472; Tārīḫ al-Biqāʽī; none
PPN881181900; 1540; Tarǧumān al-luġa; none
PPN881229431; 1655; Šarḥ Mullā Ḫalīl bar Kāfī; none
PPN88122961X; 1605; Šarḥ aš-šarḥ fī 'l-uṣūl li-l-Muḫtaṣar li-Ibn-al-Ḥāǧib; none
PPN88122989X; 1737; Ǧuzʾ fīhi ḥall muškilāt 'l-ansāb wa-'r-rawāt wa-'l-ḥadīṯ; none
PPN881362921; 1700; al-Kašf wa-l-bayān ʿan asrār al-adyān fī Kitāb al-insān al-kāmil wa-kāmil al-insān; none
PPN881363103; 1414; Kitāb al-Ġāyāt fī maʿrifat maʿānī al-āyāt wa-l-aḥādīṯ al-mutašābihāt; none
PPN881364061; 1700; Arabische Sammelhandschrift; none
PPN881382116; 1400; Arabische Sammelhandschrift; none
PPN881586552; 1600; Sammlung biblischer und anderer religiöser Texte; none
PPN88159380X; 1800; Evangelium nach Johannes; none
PPN88161405X; 1600; Risālat al-ibāʾ ʿan mawāqiʿ al-wabāʾ; none
PPN881615196; 1800; Āyin al-maʿāš; none
PPN881615390; 1500; Buch Henoch; none
PPN881618616; 1621; Osmanisch-Türkische Sammelhandschrift; none
PPN881716936; 1700; Zaubergebete in Rollenform; none
PPN88193299X; 1796; ar-Riḥla al-mutarǧama fī 'l-aiyām al-muḥtarama; none
PPN881933066; 1785; Kifāyat al-muʽānī fī naẓm ḥurūf al-maʽānī; none
PPN881933198; 1829; Kitāb al-Falāḥa hiya maʾḫūḏa ʽan aš-šaīḫ Fallāḥ al-Fallāḥ al-Baṣrī; none
PPN881933473; 1350; Kitāb an-Nāsiḫ wa-l-mansūḫ; none
PPN881933783; 1785; Zubdat al-anfās fī tafsīr sūrat al-Iḫlāṣ; none
PPN881933929; 1399; Maršad as-sālikīn wa-manfaḏ al-hālikīn; none
PPN881934178; 1591; Tauḥīd at-tauḥīd; none
PPN881934372; 1838; Riyāḍ al-masāʾil fī taḥqīq al-aḥkām bi-d-dalāʾil; none
PPN881934496; 1813; Qurrat al-ʽaīn fī aḫḏ ṯār al-Ḥusain; none
PPN881934658; 1854; al-Bāqīyāt aṣ-Ṣāliḥāt; none
PPN881934747; 1846; [Anthologie]; none
PPN881935255; 1824; Šawāhid al-ʽAǧamī ʿalā Šarḥ al-Qaṭr; none
PPN881935425; 1742; al-Fawāʾid aḍ-ḍiyā'īya bi-šarḥ al-Kāfīya; none
PPN881935549; 1587; Šarḥ Šawāhid Muġnī al-labīb; none
PPN881936057; 1591; al-Ḥāšīya al-ǧadīda al-Ǧalālīya; none
PPN881936294; 1849; Kitāb at-talwīḥāt; none
PPN881936405; 1800; [Arabische Sittenlehre]; none
PPN881937711; 1688; Išārāt ilā maʿrifat az-ziyārāt; none
PPN88193786X; 1494; Kitāb šarḥ al-Kaššāf; none
PPN881938009; 1241; aḍ-Ḍawābiṭ al-kullīya fī-mā tammas al-ḥāǧa ilaihī min al-ʿarabīya; none
PPN88197692X; 1700; Armenische Zauberrollen; none
PPN882014560; 1402; al-Muntaḫab min Tārīḫ al-Birzālī; none
PPN882014706; 1402; al-Muntaḫab min Tārīḫ al-Birzālī; none
PPN882065440; 1400; Armenische theologische Sammelhandschrift; none
PPN882240072; 1842; Psalmen; none
PPN882240501; 1775; Epistel; none
PPN882241214; 1759; Pentateuch; none
PPN882312529; 1604; Miftāḥ al-ǧafr al-ǧāmiʿ wa-miṣbāḥ an-nūr al-lāmiʿ; none
PPN88231307X; 1745; Maǧmaʿ al-fawāʾid; none
PPN882803751; 1688; Kitāb Šarḥ al-Fuṣūṣ; none
PPN882803964; 1468; at-Taʽrīf bi-l-muṣtalaḥ aš-šarīf; none
PPN882804073; 1662; Anthologie; none
PPN88280426X; 1711; al-Lumʿa al-Māridīnīya fī šarḥ al-Yāsmīnīya; none
PPN882804359; 1737; ʿArāʾis al-Qurʾān wa-nafāʾis al-furqān; none
PPN882804375; 1402; Kitāb Maṣārif aṣ-ṣarf wa-ʽuqūd al-ǧawāhir; none
PPN882804596; 1494; Ḥāšiya ʽalā Šarḥ Quṭb-ad-Dīn ʽalā 'š-Šamsīya; none
PPN882804820; 1410; Laṭāʾif al-maʽārif fī-mā li-mawāsim al-ʽām min al-waẓāʾif; none
PPN882805118; 1450; Šarḥ Ṭawāliʽ al-anwār; none
PPN882806025; 1424; Šarḥ al-Lubāb; none
PPN882806327; 1680; al-ʿIdda ʿind kul šidda; none
PPN882806610; 1785; [Dīwān]; none
PPN882817809; 1688; Taqrīb al-Kaššāf; none
PPN882818090; 1591; Fatāwā an-nawāzil; none
PPN882818589; 1722; al-Fatḥ al-mubaiyin fī ǧumla min asrār ad-dīn; none
PPN882818937; 1785; Iġāṯat al-mustaġīṯ ʽalā ḥall baʽḍ iškālāt; none
PPN882819313; 1684; Al-Futūḥāt al-ilāhīya fī šarḥ alfāẓ al-Aǧurrūmīya; none
PPN882819615; 1654; Tārīḫ nuḫbat ar-riǧāl wa-tuḥfat al-kamāl; none
PPN882820745; 1286; al-Iqnāʽ fī 'l-ʽArabiya; none
PPN882821091; 1236; Dīwān; none
PPN882821466; 1737; aḍ-Ḍauʾ al-lāmiʿ li-ahl al-qarn at-tāsiʿ; none
PPN882821857; 1770; Manqūl at-Tafāsīr; none
PPN88282385X; 1458; al-Baḥr az-zaḫḫār; none
PPN88282418X; 1799; al-Anwār al-bahīya fī šarḥ ar-Raḥbīya; none
PPN88282449X; 1668; Muḫtaṣar Ṣiḥāḥ al-Ğauharī; none
PPN882824783; 1737; Nīrān al-kawākib tārīḫ riǧāl Ḥalab min al-mīʾa al-ʽāšira; none
PPN882825364; 1800; Dīwān ʽAbd-ar-Raḥīm al-Maṣrī; none
PPN882826581; 1682; Akbar-nāma; none
PPN882827251; 1532; Nafaḥāt al-uns min ḥaḍarāt al-quds; none
PPN882828029; 1478; Nafaḥāt al-uns min ḥaḍarāt al-quds; none
PPN882828428; 1494; Ḥawādiṯ ad-duhūr fī madā al-aiyām wa-'š-šuhūr; none
PPN883752921; 1257; al-Ǧawāhir al-manṯūra fī šarḥ ad-Duraidīya al-maqṣūra; none
PPN883753561; 1600; Arabische Sammelhandschrift; none
PPN883754371; 1300; Arabische Sammelhandschrift; none
PPN883811553; 1688; [Anthologie]; none
PPN883912899; 1600; Arabische Sammelhandschrift; none
PPN883923939; 1400; Arabische Sammelhandschrift; none
PPN883924943; 1230; Šarḥ Kullīyāt al-Qānūn fī 'ṭ-ṭibb; none
PPN88392496X; 1400; Arabisch-Persische Sammelhandschrift; none
PPN883933985; 1600; Arabische Sammelhandschrift; none
PPN884079317; 1785; Tuḥfat al-marām fī baʿḍ aḥwāl Ibn-al-Imām; none
PPN884080218; 1689; Tārīḫ maǧmūʽ an-nawādir mimmā ǧara li-l-awāʾil wa-l-awāḫir; none
PPN884080390; 1785; an-Nawādir wa-r-rauḍ al-anīq az-zāhir; none
PPN884080749; 1690; Tuḥfat ḏawī al-adab fī muškil al-asmāʾ wa-'n-nasab; none
PPN884081036; 1573; al-Muḫtaṣar min Rauḍ al-aḫyār al-muntaḫab min rabī' al-abrār; none
PPN884081311; 1591; Kitāb al-arbaʽīn al-wusṭā al-muḫtaṣar min al-arbaʽīn al-kubrā; none
PPN884081664; 1813; Wiṣāyā al-mulūk; none
PPN884231534; 1759; Bulūġ al-marām min ḥall Qaṭr Ibn-Hišām; none
PPN884231674; 1859; Šaqāʾiq al-maṭālib fī šarḥ Kāfīyat Ibn-al-Ḥāǧib; none
PPN884231844; 1737; Hidāyat al-insān wa-awāmir al-iḥsān; none
PPN884231968; 1688; Šarḥ Fuṣūl naṣīrīya; none
PPN884232905; 1591; Zubdat Kašf al-mamālik; none
PPN884233030; 1785; al-Ādāb al-bāqīya fī šarḥ al-Ādāb aš-šarīfīya; none
PPN884233421; 1844; Māʾidat az-zāʾirīn; none
PPN884233707; 1668; Ǧāmiʽ al-Baġdādī fī 'n-nabātāt wa-'l-ḥašaʾiš wa-l-ḥayawānāt wa-'l-ʽaqāqīr wa-'l-maʽādin wa-'l-atriba; none
PPN884233987; 1232; ʿUǧālat al-mubtadīʾ wa-fuḍālat al-muntahī; none
PPN884239977; 1397; Kitāb uṣūl al-fiqh; none
PPN884753239; 1670; Dictionarium Armeno-Latinum; collectum a. Th. Petraeo; none
PPN884755185; 1854; Schriften des Michael Syrus; none
PPN884812588; 1500; ʽAǧāʾib al-maḫlūqāt wa-ġarāʾib al-mauǧūdāt; none
PPN884834433; 1600; Gottesdienstordnung und kirchliche Gesänge : äthiopische Sammelhandschrift; none
PPN884842371; 1300; Arabische Sammelhandschrift; none
PPN884842525; 1100; aṭ-Ṭabaqāt al-kubrā; none
PPN884842533; 1868; Kitāb at-tauḥīd; none
PPN88484255X; 1332; Muṭṭalaʿ ḫuṣūṣ al-kalim fī maʿānī Fuṣūṣ al-ḥikam; none
PPN885072405; 1600; Choiak-Psalmodie; none
PPN885082362; 1000; Liturgica, homiletica et hagiographica varia : Fragmente; none
